Satellite SST averaged in 10*10 grid points,,,,,,,
147.51-147.60˚E & 42.78-42.87˚S,,,,,,,
2018-19,,,2017-18,,,2016-17,
Date,DailyTemp,,Date,DailyTemp,,Date,DailyTemp
1/11/2018,14.057,,1/11/2017,14.269,,1/11/2016,12.926
2/11/2018,14.308,,2/11/2017,13.982,,2/11/2016,12.779
3/11/2018,14.346,,3/11/2017,13.945,,3/11/2016,12.508
4/11/2018,14.333,,4/11/2017,13.786,,4/11/2016,12.58
5/11/2018,14.09,,5/11/2017,13.817,,5/11/2016,12.634
6/11/2018,14.023,,6/11/2017,13.92,,6/11/2016,12.332
7/11/2018,13.974,,7/11/2017,13.803,,7/11/2016,12.261
8/11/2018,13.952,,8/11/2017,13.93,,8/11/2016,12.404
9/11/2018,13.969,,9/11/2017,14.723,,9/11/2016,12.584
10/11/2018,14.135,,10/11/2017,14.998,,10/11/2016,12.723
11/11/2018,14.242,,11/11/2017,15.055,,11/11/2016,13.107
12/11/2018,14.775,,12/11/2017,14.875,,12/11/2016,13.036
13/11/2018,14.859,,13/11/2017,15.181,,13/11/2016,13.024
14/11/2018,14.692,,14/11/2017,15.488,,14/11/2016,13.716
15/11/2018,14.762,,15/11/2017,15.691,,15/11/2016,14
16/11/2018,14.845,,16/11/2017,16.341,,16/11/2016,13.984
17/11/2018,14.98,,17/11/2017,16.37,,17/11/2016,14.35
18/11/2018,15.387,,18/11/2017,16.467,,18/11/2016,14.754
19/11/2018,15.358,,19/11/2017,16.589,,19/11/2016,14.896
20/11/2018,15.328,,20/11/2017,16.726,,20/11/2016,15.048
21/11/2018,14.287,,21/11/2017,18.31,,21/11/2016,14.95
22/11/2018,15.087,,22/11/2017,18.059,,22/11/2016,14.141
23/11/2018,14.944,,23/11/2017,18.159,,23/11/2016,14.022
24/11/2018,14.794,,24/11/2017,18.124,,24/11/2016,13.774
25/11/2018,14.825,,25/11/2017,17.551,,25/11/2016,13.949
26/11/2018,14.865,,26/11/2017,17.613,,26/11/2016,13.848
27/11/2018,14.917,,27/11/2017,17.892,,27/11/2016,14.097
28/11/2018,15.797,,28/11/2017,15.699,,28/11/2016,14.301
29/11/2018,16.06,,29/11/2017,15.782,,29/11/2016,14.484
30/11/2018,16.375,,30/11/2017,17.477,,30/11/2016,14.761
1/12/2018,15.795,,1/12/2017,17.497,,1/12/2016,15.214
2/12/2018,15.452,,2/12/2017,15.509,,2/12/2016,15.394
3/12/2018,15.524,,3/12/2017,15.585,,3/12/2016,15.176
4/12/2018,15.582,,4/12/2017,15.564,,4/12/2016,15.301
5/12/2018,15.205,,5/12/2017,15.613,,5/12/2016,15.799
6/12/2018,15.185,,6/12/2017,15.819,,6/12/2016,15.937
7/12/2018,15.231,,7/12/2017,15.789,,7/12/2016,15.25
8/12/2018,15.592,,8/12/2017,15.752,,8/12/2016,14.789
9/12/2018,16.149,,9/12/2017,16.339,,9/12/2016,14.659
10/12/2018,16.681,,10/12/2017,16.816,,10/12/2016,14.817
11/12/2018,17.207,,11/12/2017,16.917,,11/12/2016,14.818
12/12/2018,17.48,,12/12/2017,16.921,,12/12/2016,14.691
13/12/2018,17.374,,13/12/2017,17.033,,13/12/2016,14.805
14/12/2018,16.87,,14/12/2017,17.069,,14/12/2016,14.917
15/12/2018,17.004,,15/12/2017,17.219,,15/12/2016,14.961
16/12/2018,17.03,,16/12/2017,17.372,,16/12/2016,15.031
17/12/2018,17.124,,17/12/2017,17.204,,17/12/2016,15.057
18/12/2018,17.336,,18/12/2017,17.165,,18/12/2016,15.139
19/12/2018,17.474,,19/12/2017,16.995,,19/12/2016,15.148
20/12/2018,17.369,,20/12/2017,16.95,,20/12/2016,15.481
21/12/2018,17.297,,21/12/2017,17.595,,21/12/2016,15.689
22/12/2018,16.47,,22/12/2017,16.566,,22/12/2016,16.296
23/12/2018,17.239,,23/12/2017,15.959,,23/12/2016,16.556
24/12/2018,17.469,,24/12/2017,16.138,,24/12/2016,16.502
25/12/2018,18.022,,25/12/2017,16.506,,25/12/2016,17.093
26/12/2018,18.088,,26/12/2017,16.551,,26/12/2016,17.599
27/12/2018,18.089,,27/12/2017,17.612,,27/12/2016,17.448
28/12/2018,18.299,,28/12/2017,17.718,,28/12/2016,16.817
29/12/2018,17.244,,29/12/2017,17.647,,29/12/2016,15.85
30/12/2018,17.512,,30/12/2017,17.679,,30/12/2016,16.008
31/12/2018,17.946,,31/12/2017,17.799,,31/12/2016,16.305
1/01/2019,18.576,,1/01/2018,17.847,,1/01/2017,16.121
2/01/2019,18.361,,2/01/2018,17.73,,2/01/2017,15.875
3/01/2019,18.333,,3/01/2018,18.062,,3/01/2017,15.766
4/01/2019,18.373,,4/01/2018,17.787,,4/01/2017,16.809
5/01/2019,18.566,,5/01/2018,17.169,,5/01/2017,18.319
6/01/2019,17.508,,6/01/2018,17.369,,6/01/2017,18.309
7/01/2019,17.568,,7/01/2018,17.314,,7/01/2017,18.03
8/01/2019,17.859,,8/01/2018,17.465,,8/01/2017,17.993
9/01/2019,18.213,,9/01/2018,18.028,,9/01/2017,17.676
10/01/2019,17.921,,10/01/2018,18.33,,10/01/2017,17.907
11/01/2019,17.71,,11/01/2018,18.299,,11/01/2017,18.512
12/01/2019,18.381,,12/01/2018,18.073,,12/01/2017,17.508
13/01/2019,19.521,,13/01/2018,17.453,,13/01/2017,17.712
14/01/2019,19.568,,14/01/2018,17.525,,14/01/2017,17.459
15/01/2019,19.518,,15/01/2018,17.765,,15/01/2017,17.32
16/01/2019,19.797,,16/01/2018,18.285,,16/01/2017,17.478
17/01/2019,19.556,,17/01/2018,18.46,,17/01/2017,17.049
18/01/2019,18.966,,18/01/2018,18.284,,18/01/2017,17.281
19/01/2019,19.145,,19/01/2018,18.107,,19/01/2017,17.58
20/01/2019,19.195,,20/01/2018,18.304,,20/01/2017,17.587
21/01/2019,19.381,,21/01/2018,18.353,,21/01/2017,17.786
22/01/2019,19.636,,22/01/2018,18.231,,22/01/2017,17.946
23/01/2019,19.432,,23/01/2018,18.327,,23/01/2017,17.901
24/01/2019,18.941,,24/01/2018,19.494,,24/01/2017,17.853
25/01/2019,19.071,,25/01/2018,19.708,,25/01/2017,17.292
26/01/2019,19.225,,26/01/2018,20.142,,26/01/2017,17.107
27/01/2019,19.14,,27/01/2018,20.318,,27/01/2017,18.144
28/01/2019,19.302,,28/01/2018,20.71,,28/01/2017,18.425
29/01/2019,19.682,,29/01/2018,20.598,,29/01/2017,17.927
30/01/2019,19.044,,30/01/2018,20.209,,30/01/2017,17.643
31/01/2019,18.817,,31/01/2018,20.032,,31/01/2017,17.315
1/02/2019,18.931,,1/02/2018,19.867,,1/02/2017,16.712
2/02/2019,18.9,,2/02/2018,18.07,,2/02/2017,16.878
3/02/2019,18.871,,3/02/2018,18.195,,3/02/2017,16.913
4/02/2019,19.132,,4/02/2018,18.239,,4/02/2017,17.425
5/02/2019,18.885,,5/02/2018,18.22,,5/02/2017,17.674
6/02/2019,19.726,,6/02/2018,18.186,,6/02/2017,17.803
7/02/2019,18.811,,7/02/2018,18.186,,7/02/2017,17.89
8/02/2019,18.749,,8/02/2018,18.14,,8/02/2017,17.925
9/02/2019,18.765,,9/02/2018,18.024,,9/02/2017,18.07
10/02/2019,18.843,,10/02/2018,18.116,,10/02/2017,18.513
11/02/2019,18.847,,11/02/2018,18.611,,11/02/2017,18.067
12/02/2019,19.106,,12/02/2018,18.659,,12/02/2017,17.593
13/02/2019,18.617,,13/02/2018,18.418,,13/02/2017,17.295
14/02/2019,18.301,,14/02/2018,18.384,,14/02/2017,17.038
15/02/2019,18.419,,15/02/2018,18.399,,15/02/2017,17.172
16/02/2019,18.495,,16/02/2018,18.278,,16/02/2017,17.334
17/02/2019,18.64,,17/02/2018,17.925,,17/02/2017,17.427
18/02/2019,18.531,,18/02/2018,17.455,,18/02/2017,17.339
19/02/2019,18.439,,19/02/2018,17.355,,19/02/2017,16.943
20/02/2019,18.301,,20/02/2018,17.306,,20/02/2017,16.824
21/02/2019,17.756,,21/02/2018,17.27,,21/02/2017,16.733
22/02/2019,18.09,,22/02/2018,16.975,,22/02/2017,17.09
23/02/2019,18.222,,23/02/2018,16.783,,23/02/2017,17.054
24/02/2019,18.382,,24/02/2018,16.837,,24/02/2017,17.33
25/02/2019,18.453,,25/02/2018,16.916,,25/02/2017,17.459
26/02/2019,18.511,,26/02/2018,16.92,,26/02/2017,17.69
27/02/2019,18.542,,27/02/2018,16.912,,27/02/2017,17.953
28/02/2019,18.376,,28/02/2018,16.972,,28/02/2017,18.308
