Satellite SST averaged in 10*10 grid points,,,,,,,
147.49-147.58?E & 42.92-43.01?S,,,,,,,
2018-19,,,2017-18,,,2016-17,
Date,DailyTemp,,Date,DailyTemp,,Date,DailyTemp
1/11/2018,13.916 ,,1/11/2017,14.256 ,,1/11/2016,12.806 
2/11/2018,13.989 ,,2/11/2017,14.018 ,,2/11/2016,12.811 
3/11/2018,14.050 ,,3/11/2017,13.931 ,,3/11/2016,12.540 
4/11/2018,14.195 ,,4/11/2017,13.833 ,,4/11/2016,12.675 
5/11/2018,13.998 ,,5/11/2017,13.904 ,,5/11/2016,12.809 
6/11/2018,13.890 ,,6/11/2017,13.941 ,,6/11/2016,12.523 
7/11/2018,13.784 ,,7/11/2017,13.785 ,,7/11/2016,12.389 
8/11/2018,13.837 ,,8/11/2017,14.041 ,,8/11/2016,12.554 
9/11/2018,13.937 ,,9/11/2017,14.633 ,,9/11/2016,12.718 
10/11/2018,14.091 ,,10/11/2017,14.754 ,,10/11/2016,12.771 
11/11/2018,14.302 ,,11/11/2017,14.774 ,,11/11/2016,13.024 
12/11/2018,14.694 ,,12/11/2017,15.057 ,,12/11/2016,12.945 
13/11/2018,14.649 ,,13/11/2017,15.470 ,,13/11/2016,12.885 
14/11/2018,14.435 ,,14/11/2017,15.483 ,,14/11/2016,13.711 
15/11/2018,14.387 ,,15/11/2017,15.730 ,,15/11/2016,13.915 
16/11/2018,14.412 ,,16/11/2017,16.167 ,,16/11/2016,13.751 
17/11/2018,14.564 ,,17/11/2017,16.269 ,,17/11/2016,14.003 
18/11/2018,14.916 ,,18/11/2017,16.495 ,,18/11/2016,14.198 
19/11/2018,14.892 ,,19/11/2017,16.640 ,,19/11/2016,14.827 
20/11/2018,15.004 ,,20/11/2017,16.855 ,,20/11/2016,14.900 
21/11/2018,14.020 ,,21/11/2017,17.636 ,,21/11/2016,14.918 
22/11/2018,14.817 ,,22/11/2017,17.639 ,,22/11/2016,14.187 
23/11/2018,14.691 ,,23/11/2017,17.662 ,,23/11/2016,13.991 
24/11/2018,14.581 ,,24/11/2017,17.849 ,,24/11/2016,13.652 
25/11/2018,14.648 ,,25/11/2017,17.494 ,,25/11/2016,13.915 
26/11/2018,14.691 ,,26/11/2017,17.751 ,,26/11/2016,13.858 
27/11/2018,14.773 ,,27/11/2017,17.955 ,,27/11/2016,14.096 
28/11/2018,15.794 ,,28/11/2017,15.750 ,,28/11/2016,14.302 
29/11/2018,16.004 ,,29/11/2017,15.823 ,,29/11/2016,14.425 
30/11/2018,16.036 ,,30/11/2017,17.509 ,,30/11/2016,14.581 
1/12/2018,15.890 ,,1/12/2017,17.452 ,,1/12/2016,15.023 
2/12/2018,15.567 ,,2/12/2017,15.344 ,,2/12/2016,15.259 
3/12/2018,15.813 ,,3/12/2017,15.414 ,,3/12/2016,15.112 
4/12/2018,15.683 ,,4/12/2017,15.405 ,,4/12/2016,15.437 
5/12/2018,15.166 ,,5/12/2017,15.486 ,,5/12/2016,15.940 
6/12/2018,15.207 ,,6/12/2017,15.874 ,,6/12/2016,16.071 
7/12/2018,15.362 ,,7/12/2017,15.919 ,,7/12/2016,15.356 
8/12/2018,15.594 ,,8/12/2017,15.889 ,,8/12/2016,14.826 
9/12/2018,15.988 ,,9/12/2017,16.355 ,,9/12/2016,14.554 
10/12/2018,16.578 ,,10/12/2017,16.644 ,,10/12/2016,14.750 
11/12/2018,16.866 ,,11/12/2017,16.551 ,,11/12/2016,14.765 
12/12/2018,16.983 ,,12/12/2017,16.590 ,,12/12/2016,14.625 
13/12/2018,17.065 ,,13/12/2017,16.875 ,,13/12/2016,14.697 
14/12/2018,16.799 ,,14/12/2017,17.090 ,,14/12/2016,14.877 
15/12/2018,16.808 ,,15/12/2017,17.150 ,,15/12/2016,15.008 
16/12/2018,16.928 ,,16/12/2017,17.360 ,,16/12/2016,15.094 
17/12/2018,16.983 ,,17/12/2017,17.007 ,,17/12/2016,15.124 
18/12/2018,17.154 ,,18/12/2017,16.890 ,,18/12/2016,15.123 
19/12/2018,17.117 ,,19/12/2017,16.987 ,,19/12/2016,15.157 
20/12/2018,17.091 ,,20/12/2017,17.035 ,,20/12/2016,15.360 
21/12/2018,17.015 ,,21/12/2017,17.417 ,,21/12/2016,15.624 
22/12/2018,16.565 ,,22/12/2017,16.290 ,,22/12/2016,16.005 
23/12/2018,17.018 ,,23/12/2017,15.576 ,,23/12/2016,16.200 
24/12/2018,17.176 ,,24/12/2017,15.747 ,,24/12/2016,16.296 
25/12/2018,17.908 ,,25/12/2017,16.238 ,,25/12/2016,16.952 
26/12/2018,17.888 ,,26/12/2017,16.428 ,,26/12/2016,17.454 
27/12/2018,17.734 ,,27/12/2017,17.581 ,,27/12/2016,17.371 
28/12/2018,17.882 ,,28/12/2017,17.637 ,,28/12/2016,16.812 
29/12/2018,17.005 ,,29/12/2017,17.474 ,,29/12/2016,15.675 
30/12/2018,17.479 ,,30/12/2017,17.634 ,,30/12/2016,15.798 
31/12/2018,17.893 ,,31/12/2017,17.683 ,,31/12/2016,16.086 
1/01/2019,18.393 ,,1/01/2018,17.771 ,,1/01/2017,15.964 
2/01/2019,18.324 ,,2/01/2018,17.737 ,,2/01/2017,15.791 
3/01/2019,18.224 ,,3/01/2018,17.927 ,,3/01/2017,15.722 
4/01/2019,18.320 ,,4/01/2018,17.656 ,,4/01/2017,16.603 
5/01/2019,18.578 ,,5/01/2018,16.984 ,,5/01/2017,17.811 
6/01/2019,17.328 ,,6/01/2018,17.207 ,,6/01/2017,18.065 
7/01/2019,17.406 ,,7/01/2018,17.164 ,,7/01/2017,17.896 
8/01/2019,17.692 ,,8/01/2018,17.294 ,,8/01/2017,17.778 
9/01/2019,18.137 ,,9/01/2018,18.092 ,,9/01/2017,17.418 
10/01/2019,17.838 ,,10/01/2018,18.271 ,,10/01/2017,17.943 
11/01/2019,17.576 ,,11/01/2018,18.223 ,,11/01/2017,18.049 
12/01/2019,18.433 ,,12/01/2018,17.970 ,,12/01/2017,17.649 
13/01/2019,19.138 ,,13/01/2018,17.340 ,,13/01/2017,17.504 
14/01/2019,19.279 ,,14/01/2018,17.390 ,,14/01/2017,17.465 
15/01/2019,19.450 ,,15/01/2018,17.583 ,,15/01/2017,17.587 
16/01/2019,19.512 ,,16/01/2018,17.839 ,,16/01/2017,17.631 
17/01/2019,19.350 ,,17/01/2018,18.017 ,,17/01/2017,17.106 
18/01/2019,18.826 ,,18/01/2018,18.034 ,,18/01/2017,17.228 
19/01/2019,18.924 ,,19/01/2018,18.089 ,,19/01/2017,17.473 
20/01/2019,19.035 ,,20/01/2018,18.274 ,,20/01/2017,17.586 
21/01/2019,19.245 ,,21/01/2018,18.320 ,,21/01/2017,17.766 
22/01/2019,19.405 ,,22/01/2018,18.236 ,,22/01/2017,17.791 
23/01/2019,19.213 ,,23/01/2018,18.235 ,,23/01/2017,17.806 
24/01/2019,18.795 ,,24/01/2018,19.380 ,,24/01/2017,17.656 
25/01/2019,18.869 ,,25/01/2018,19.625 ,,25/01/2017,17.376 
26/01/2019,19.056 ,,26/01/2018,20.115 ,,26/01/2017,17.161 
27/01/2019,19.174 ,,27/01/2018,20.703 ,,27/01/2017,18.022 
28/01/2019,19.243 ,,28/01/2018,20.797 ,,28/01/2017,18.250 
29/01/2019,19.382 ,,29/01/2018,20.558 ,,29/01/2017,18.015 
30/01/2019,18.906 ,,30/01/2018,20.065 ,,30/01/2017,17.682 
31/01/2019,18.602 ,,31/01/2018,19.691 ,,31/01/2017,17.332 
1/02/2019,18.684 ,,1/02/2018,19.617 ,,1/02/2017,16.597 
2/02/2019,18.767 ,,2/02/2018,19.202 ,,2/02/2017,16.871 
3/02/2019,18.821 ,,3/02/2018,19.335 ,,3/02/2017,16.982 
4/02/2019,18.951 ,,4/02/2018,19.335 ,,4/02/2017,17.242 
5/02/2019,18.660 ,,5/02/2018,19.342 ,,5/02/2017,17.661 
6/02/2019,19.431 ,,6/02/2018,19.427 ,,6/02/2017,17.577 
7/02/2019,18.830 ,,7/02/2018,19.429 ,,7/02/2017,17.676 
8/02/2019,18.785 ,,8/02/2018,19.357 ,,8/02/2017,17.665 
9/02/2019,18.773 ,,9/02/2018,19.599 ,,9/02/2017,17.732 
10/02/2019,18.807 ,,10/02/2018,19.736 ,,10/02/2017,18.662 
11/02/2019,18.821 ,,11/02/2018,19.425 ,,11/02/2017,18.115 
12/02/2019,18.918 ,,12/02/2018,19.547 ,,12/02/2017,17.294 
13/02/2019,18.471 ,,13/02/2018,19.399 ,,13/02/2017,17.083 
